Title,Note,URL,Tags,Comment
,,,,
九九烩面 Square Noodle,,https://www.google.com/maps/place/%E4%B9%9D%E4%B9%9D%E7%83%A9%E9%9D%A2+Square+Noodle/data=!4m2!3m1!1s0x89d4d14d42e004c3:0x7c0aa275b4ef8b4,,
579 伍柒玖Taiwan Beef Noodle House,,https://www.google.com/maps/place/579+%E4%BC%8D%E6%9F%92%E7%8E%96Taiwan+Beef+Noodle+House/data=!4m2!3m1!1s0x89d4d1fc90a0159f:0x38d76511b27abd91,,
Chrisly Cafe,,https://www.google.com/maps/place/Chrisly+Cafe/data=!4m2!3m1!1s0x89d4d52c463e9c2f:0xde431d836c5f3e91,,
7 Noodles,,https://www.google.com/maps/place/7+Noodles/data=!4m2!3m1!1s0x882b2da56349aa8f:0x997cf1871ad7e28c,,
Blue Ocean Cafe,,https://www.google.com/maps/place/Blue+Ocean+Cafe/data=!4m2!3m1!1s0x89d4d5cce5c861df:0x6036fde301402273,,
Anh Dao Restaurant,,https://www.google.com/maps/place/Anh+Dao+Restaurant/data=!4m2!3m1!1s0x882b34c16e8dc087:0xd55cde4b20ebdda,,
Rol San Restaurant,,https://www.google.com/maps/place/Rol+San+Restaurant/data=!4m2!3m1!1s0x882b34c3eba696ef:0x2c3ccc65e4c404cb,,
El Sazón de la Tía Flor,,https://www.google.com/maps/place/El+Saz%C3%B3n+de+la+T%C3%ADa+Flor/data=!4m2!3m1!1s0x89d4cd363b4e3c25:0xe9c17c95abd14faa,,
BUKA BAKERY,,https://www.google.com/maps/place/BUKA+BAKERY/data=!4m2!3m1!1s0x465253b6114e7f2b:0xf33f2dc3e0eb3259,,
Dav’s Hotspot Restaurant + Lounge,,https://www.google.com/maps/place/Dav%E2%80%99s+Hotspot+Restaurant+%2B+Lounge/data=!4m2!3m1!1s0x882b3f1fbc9f2cd3:0x36c2ea76369f5087,,
Tacos Moras St. Clair,,https://www.google.com/maps/place/Tacos+Moras+St.+Clair/data=!4m2!3m1!1s0x882b3390be649f1f:0xc3de9214b855c32d,,
THG's Hot Chicken,,https://www.google.com/maps/place/THG's+Hot+Chicken/data=!4m2!3m1!1s0x882b1500562ac6a7:0x87eca883399d9b96,,
THG's Hot Chicken,,https://www.google.com/maps/place/THG's+Hot+Chicken/data=!4m2!3m1!1s0x89d4d12d3dcaedc9:0x5a8d01b725126e4a,,
Banh Mi Nguyen,,https://www.google.com/maps/place/Banh+Mi+Nguyen/data=!4m2!3m1!1s0x89d4d3b099fc7d4d:0x9b47b1a3dee35b47,,
Banh Mi Ngon Express,,https://www.google.com/maps/place/Banh+Mi+Ngon+Express/data=!4m2!3m1!1s0x89d4d5006683e0b3:0xd06c762ef25d11bf,,
Nganda African Street Food,,https://www.google.com/maps/place/Nganda+African+Street+Food/data=!4m2!3m1!1s0x882b358362838135:0xab1ded596fbdbb61,,
Tahini's,,https://www.google.com/maps/place/Tahini's/data=!4m2!3m1!1s0x882b35070fe05fe1:0xffeb44f84bbbc284,,
知味煲仔饭 (Yonge) Good Taste Casserole Rice,,https://www.google.com/maps/place/%E7%9F%A5%E5%91%B3%E7%85%B2%E4%BB%94%E9%A5%AD+(Yonge)+Good+Taste+Casserole+Rice/data=!4m2!3m1!1s0x882b2db5acb1aeef:0x89669a8e40874da9,,
Green Bites Dumpling & Chinese Cuisine,,https://www.google.com/maps/place/Green+Bites+Dumpling+%26+Chinese+Cuisine/data=!4m2!3m1!1s0x882b3e376d528191:0xcfd4753fbda9cdd1,,
Shelby's Legendary Shawarma,,https://www.google.com/maps/place/Shelby's+Legendary+Shawarma/data=!4m2!3m1!1s0x89d4d330bdf7738f:0xa841616a26e441e1,,
Banh Mi Huy-Ky,,https://www.google.com/maps/place/Banh+Mi+Huy-Ky/data=!4m2!3m1!1s0x89d4cb7f48e02a31:0xcf7e5aa95e9c643e,,
Tacos Moras,,https://www.google.com/maps/place/Tacos+Moras/data=!4m2!3m1!1s0x89d4cd2e70e22e53:0x4157ca93b2af4afa,,
Potluck Caribbean Cuisine,,https://www.google.com/maps/place/Potluck+Caribbean+Cuisine/data=!4m2!3m1!1s0x882b3f342cb2d8b1:0xc19101fc96e4b199,,
Woojoo Bunsik - Wellesley,,https://www.google.com/maps/place/Woojoo+Bunsik+-+Wellesley/data=!4m2!3m1!1s0x882b3594eccaf655:0x80a51c183b57f59,,
Later Pizza,,https://www.google.com/maps/place/Later+Pizza/data=!4m2!3m1!1s0x882a7b0d7c1b05f3:0x9b463e44f5ceb86,,
Bowl Kee Restaurant,,https://www.google.com/maps/place/Bowl+Kee+Restaurant/data=!4m2!3m1!1s0x89d52b2fe2d71519:0x4ecdefa03fe19e70,,
Brasas Churrasqueira Rotisserie & Grill,,https://www.google.com/maps/place/Brasas+Churrasqueira+Rotisserie+%26+Grill/data=!4m2!3m1!1s0x882b43cda41d210f:0xfebc4e1a6bfeb2cf,,
GC Jerk Xpress,,https://www.google.com/maps/place/GC+Jerk+Xpress/data=!4m2!3m1!1s0x89d4cddad88d7dd3:0x27b3ad65f414a18,,
NaiNai Indonesian Food,,https://www.google.com/maps/place/NaiNai+Indonesian+Food/data=!4m2!3m1!1s0x882b35395e91b091:0x86e01d841a655596,,
Kuya Don Lomi Batangas,,https://www.google.com/maps/place/Kuya+Don+Lomi+Batangas/data=!4m2!3m1!1s0x882b33a4dca85623:0xafb33bc8b80d2e13,,
Original Mandi,,https://www.google.com/maps/place/Original+Mandi/data=!4m2!3m1!1s0x89d4cd902288c25f:0x6bb95b2fc603cdd7,,
Supreme Taste,,https://www.google.com/maps/place/Supreme+Taste/data=!4m2!3m1!1s0x89d4cb4d8622c7a3:0xc642c95e983c6219,,
Minh’s (Scarborough),,https://www.google.com/maps/place/Minh%E2%80%99s+(Scarborough)/data=!4m2!3m1!1s0x89d4d1ea825ff62b:0xa2994fea08381d86,,
Minh's (Collingwood),,https://www.google.com/maps/place/Minh's+(Collingwood)/data=!4m2!3m1!1s0x882a7b88ae983477:0xace6c4d1ea2a7a5a,,
Shibui Sushi Japanese Eatery,,https://www.google.com/maps/place/Shibui+Sushi+Japanese+Eatery/data=!4m2!3m1!1s0x882b3385af12ad8b:0xe771c2fea6672f7d,,
